case_name,state,date_filed,issue,status,link
"Gallagher v. Newsom, No. CVCS20-0000912 (Cal. Super. Ct., Sutter Cnty.)",California,06/11/2020,"06/16/2020: Order/Ruling, Emergency application to vacate stay denied",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=17
"Arizona Democratic Party v. Hobbs, No. 2:20-cv-01143 (D. Ariz.)",Arizona,06/10/2020,"Thompson v. DeWine, No. 2:20-cv-02129 (S.D. Ohio)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=10
"Macarro v. Padilla, No. 34-2020-80003404 (Cal. Super. Ct., Sacramento Cnty.)",California,06/09/2020,"Candidates for Rhode Island (RI) Senate sought injunctive relief from RI statutory ballot qualification requiring in-person solicitation and receipt of signatures, in-person witness, and wet signature of common petition form. Court granted injunctive relief for 2020 candidate nomination process only. Defendants are permitted to email nomination paper to voters and to receive them electronically and to return the completed nomination papers to the appropriate board of canvassers in person, via physical drop box, US Regular or Express mail, or facsimile. Plaintiffs asserted the nomination process needlessly exposes candidates, their supporters, and the general public to risks associated with the COVID-19 pandemic with no justifiable countervailing interest.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=16
"Libertarian Party of New Hampshire v. Sununu, No. 1:20-cv-00688 (D.N.H.)",New Hampshire,06/09/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=78
"Libertarian Party of Ill. v. Pritzker, No. 20-1961 (7th Cir.), 2020 WL 3421662",Illinois,06/08/2020,06/16/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=40
"Nemes v. Bensinger, No. 3:20-cv-00407 (W.D. Ky.), 2020 WL 3260994",Kentucky,06/08/2020,"Plaintiffs challenge the Governor's Executive Orders which alter legislative acts defining ""choices voters have with regard to voting and the places and manner of casting votes"" and argue that this is an overreach of executive authority.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=47
"Richmond for All v. Department of Elections, No. CL 20002432-00 (Va. Cir. Ct., Roanoke City)",Virginia,06/08/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=142
"Reclaim Idaho v. Little, No. 1:20-cv-00268 (D. Idaho), 2020 WL 3490216",Idaho,06/06/2020,07/10/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=39
"Democracy North Carolina v. North Carolina State Board of Elections, No. 1:20-cv-00457 (M.D.N.C.)",North Carolina,06/05/2020,"Gallagher v. Newsom, No. CVCS20-0000912 (Cal. Super. Ct., Sutter Cnty.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=75
"Libertarian Party v. Virginia State Board of Elections, No. 3:20-cv-00349 (E.D. Va.)",Virginia,06/05/2020,"Individuals and businesses sued Texas Governor, State of Texas, officers of Department of State Health Services, mayor of Houston, and Houston First corporation alleging that (1) the State Defendants’ unlawful adoption of “contact tracing” to track and monitor daily movements of Texans, including Plaintiffs, violates Plaintiffs’ First Amendment Right to Association, Fourth Amendment right to be free from unlawful searches and seizures, and Fourteenth Amendment right to due process; (2) the State Defendants’ have unlawfully allowed certain businesses to reopen while forcing other, similar businesses to remain closed in violation of Plaintiffs’ Fourteenth Amendment rights to equal protection; and (3) The Houston Defendants have violated Plaintiffs’ First Amendment rights to freedom of expression and assembly and Fourteenth Amendment right to equal protection by cancelling the 2020 Texas Republican Convention and related activities. Plaintiffs sought (1) an injunction prohibiting the State Defendants from implementing “contract tracing” of law-abiding Texans, including Plaintiffs; (2) An injunction prohibiting the Houston Defendants from enforcing their cancellation of the 2020 Texas Republican Convention; (3) Declaratory relief that Defendants have violated Plaintiffs’ constitutional rights; and (4) Monetary damages.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=143
"NAACP Minn. v. Simon, No. 62-CV-20-3625 (Minn. Dist. Ct., Ramsey Cnty.)",Minnesota,06/04/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=66
"Texas Democratic Party v. Abbott, No. 20-50407 (5th Cir.)",Texas,06/04/2020,07/22/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=131
"Alaska Libertarian Party v. Fenumiai, No. 3:20-cv-00127 (D. Alaska), Unpublished",Alaska,06/03/2020,"Hotze v. Abbott, No. 20-20379 (5th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=1
"Hoffard v. Cochise County, No. 4:20-cv-00243 (D. Ariz.)",Arizona,06/03/2020,"Plaintiffs seek declaratory and injunctive relief pursuant to the Tennessee Constitution and Tennessee statutory law with respect to their rights to vote by mail. Plaintiffs allege that they are immunocompromised, or risk transmitting COVID to an immunocompromised person, and therefore run a significant risk if required to vote in person. Tennessee law presently provides that vote-by-mail is only available to those physically unable to appear in person (or caregivers of such people); plaintiffs contend that this construction, in light of the COVID crisis, violates the rights to suffrage and equal protecton provided under the Tennessee Constitution. In the alternative, plaintiffs seek a declaration that a physician may certify a class of voters en masse as eligible to vote by mail under Tennessee statutory law. After the court below granted a Temporary Restraining Order, Hargett filed an interlocutory appeal.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=9
"League of Women Voters of New Jersey v. Way, No. 3:20-cv-05990 (D.N.J.)",New Jersey,06/03/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=81
"Michigan Alliance for Retired Americans v. Benson, No. 20-000108-MM (Mich. Ct. Claims)",Michigan,06/02/2020,08/05/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=62
"In re: Extension of Time For Absentee and Mail-in Ballots, No. 2020-02322-37 (Penn. Ct. Common Pleas, Bucks Cnty.)",Pennsylvania,06/02/2020,"Fisher v. Hargett, No. 20-0435-III (Tenn. Chancery Ct., Davidson Cnty.)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=117
"In re: Extension of Time for Absentee and Mail-in Ballots, No. 2020-003416 (Penn. Ct. Common Pleas, Delaware Cnty.)",Pennsylvania,06/02/2020,"Plaintiffs challenge the Governor's Executive Orders which alter legislative acts defining ""choices voters have with regard to voting and the places and manner of casting votes"" and argue that this is an overreach of executive authority.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=118
"Michigan Alliance for Retired Americans v. Benson, No. 20-000108-MM (Court of Claims)",Michigan,06/02/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=258
"Michigan Alliance for Retired Americans v. Benson, Nos. 354429, 354873 (Mich. Ct. App.)",Michigan,06/02/2020,06/12/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=62
"Michigan Alliance for Retired Americans v. Benson, Nos. 354429, 354873 (Mich. Ct. App.)",Michigan,06/02/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=62
"Miller v. Thurston, No. 20-2095 (8th Cir.), 2020 WL 3240600",Arkansas,06/01/2020,06/02/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=4
"Ritchie v. Polis, No. 20CA983 (Colo. Ct. App.)",Colorado,06/01/2020,"Michigan Alliance for Retired Americans v. Benson, No. 20-000108-MM (Mich. Ct. Claims)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=23
"Ritchie v. Polis, No. 20SC453 (Colo. Sup. Ct.)",Colorado,06/01/2020,"Plaintiffs, who seek to place a constitutional amendment on the Arkansas ballot, filed suit alleging Arkansas' ballot access requirements are unconstitutional as applied during the COVID-19 pandemic. They allege the orders and warnings relating to the pandemic make it impossible for Plaintiffs to comply with the Arkansas' formal constitutional and statutory ballot access requirements, and request injunctive relief ordering that the Secretary of State accept petitions signed by only 6% of the total vote cast in the previous gubernatorial election (and enjoin the State from enforcing the current 10% requirement), order that electronic signatures be accepted, extend the deadline for signature collection to September 3, 2020 (and enjoin the State from enforcing the current July 3, 2020 requirement), and enjoin the enforcement of the requirement that these signatures be obtained in the presence of a canvasser and notary.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=23
"Alberto v. City of Roanoke, No. CL 20000997-00 (Va. Cir. Ct., Roanoke City)",Virginia,06/01/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=140
"Common Sense Party v. Padilla, No. 2:20-cv-01091 (E.D. Cal.), 2020 WL 3491041",California,05/29/2020,06/15/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=15
"Hawkins v. DeWine, No. 2:20-cv-02781 (S.D. Ohio), 2020 WL 3448228",Ohio,05/29/2020,"Miller v. Thurston, No. 5:20-cv-05070 (W.D. Ark.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=103
"League of Women Voters of Alabama v. Merrill, No. 03-CV-2020-900702 00 (Ala. Cir. Ct., Montgomery Cnty.)",Alabama,05/28/2020,"On May 15, 2020, the Governor issued an executive order to temporarily suspend requirements that govern ballot issue petitions to minimize the risks of COVID-19. The Order suspends certain provisions from Title 1, Article 40 of the Colorado Revised Statutes, including one that requires a petition circulator to be in the physical presence of the an elector when signing. Plaintiffs, representing pro-business interests, filed the complaint to enjoin the Governor from suspending these requirements.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=3
"Cooper-Keel v. Benson, No. 20-000091-MM (Mich. Ct. Claims)",Michigan,05/28/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=60
"Davis v. Benson, No. 20-000099-MM (Mich. Ct. Claims)",Michigan,05/28/2020,"Ritchie v. Polis, No. 2020CV31708 (Colo. Dist. Ct., Denver)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=195
"Crossey v. Boockvar, No. 32-MAP-2020 (Penn. Sup. Ct.)",Pennsylvania,05/28/2020,"On May 15, 2020, the Governor issued an executive order to temporarily suspend requirements that govern ballot issue petitions to minimize the risks of COVID-19. The Order suspends certain provisions from Title 1, Article 40 of the Colorado Revised Statutes, including one that requires a petition circulator to be in the physical presence of the an elector when signing. Plaintiffs, representing pro-business interests, filed the complaint to enjoin the Governor from suspending these requirements.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=111
"Collins v. Adams, No. 3:20-cv-00375 (W.D. Ky.)",Kentucky,05/27/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=46
